Number 1,Number 2,Sum
-9189,6711,-2478
-6965,8538,1573
-4821,6094,1273
-7265,80,-7185
2064,3513,5577
6048,-7408,-1360
3405,7905,11310
1068,-774,294
3420,-5247,-1827
-4044,5421,1377
2198,-2994,-796
-6222,3167,-3055
-540,9883,9343
-9056,6380,-2676
-1655,4793,3138
-2947,8068,5121
4063,-195,3868
3115,-4133,-1018
282,9648,9930
7447,3335,10782
-6832,-9214,-16046
5363,-1150,4213
-9663,-2447,-12110
6783,-8145,-1362
8496,-776,7720
-8802,9913,1111
-969,-2459,-3428
7371,653,8024
-6411,-3868,-10279
-4797,-9274,-14071
5754,7922,13676
8633,-3865,4768
-137,5874,5737
7812,970,8782
-4507,3923,-584
9425,4418,13843
8588,-3002,5586
-2461,-597,-3058
-7111,-6122,-13233
4392,-7884,-3492
619,8109,8728
-150,-8755,-8905
8782,-4350,4432
1671,2703,4374
2796,7910,10706
512,-5537,-5025
-381,-8311,-8692
7810,3192,11002
7003,-3237,3766
-9384,3328,-6056
-7401,-5338,-12739
-9154,106,-9048
-6538,-5358,-11896
2667,1158,3825
7806,-8949,-1143
6493,-9970,-3477
-6780,3074,-3706
-3297,-8539,-11836
9891,-6585,3306
-889,7104,6215
1502,4786,6288
-1860,3897,2037
5466,7880,13346
-1511,412,-1099
9992,935,10927
-1156,-6962,-8118
492,9285,9777
-9072,-4060,-13132
3759,-1417,2342
-9284,5349,-3935
2949,-9101,-6152
-2761,-1075,-3836
-7628,-4545,-12173
-5316,-26,-5342
2422,-6319,-3897
-4569,8078,3509
2102,-3591,-1489
1834,-6268,-4434
4189,1429,5618
5670,-6908,-1238
-5167,8224,3057
-5232,-3650,-8882
-3809,-2197,-6006
-3174,-4458,-7632
-689,5180,4491
9910,9940,19850
880,882,1762
-92,-552,-644
1714,-6121,-4407
9940,8019,17959
-7853,5396,-2457
-3584,2816,-768
-9739,8966,-773
801,1210,2011
-3028,-4663,-7691
-4318,-6552,-10870
6289,-2566,3723
-3412,3585,173
-2405,-893,-3298
9070,-2576,6494
799,2461,3260
6582,-9405,-2823
1009,-5758,-4749
9434,-5740,3694
574,-8936,-8362
-7912,8279,367
1686,7340,9026
-1641,8897,7256
9671,-7564,2107
-1782,-5437,-7219
-7677,-4723,-12400
-1657,-8598,-10255
-3775,-7160,-10935
-3558,-5767,-9325
-854,3498,2644
4625,-2318,2307
4189,604,4793
1780,-7397,-5617
4503,9159,13662
4504,1898,6402
-5357,8823,3466
-5770,-5757,-11527
-5175,-3945,-9120
-8261,4851,-3410
2779,621,3400
-9950,-433,-10383
9971,-1997,7974
-4608,-7586,-12194
-7711,-7579,-15290
2225,-6510,-4285
7284,-3015,4269
-1971,9162,7191
5042,-6264,-1222
-5378,4931,-447
-5313,2157,-3156
-6839,-3130,-9969
4601,-6522,-1921
7958,-2051,5907
-4205,228,-3977
-5016,-7042,-12058
4924,-4260,664
8801,9327,18128
38,-5221,-5183
205,2543,2748
1467,7889,9356
-3966,7120,3154
7375,-3263,4112
6713,8860,15573
-4086,-508,-4594
-6438,-789,-7227
891,-144,747
6882,5989,12871
3015,3072,6087
2672,-9572,-6900
4868,-5808,-940
-1354,7994,6640
6931,6606,13537
6206,-9996,-3790
-4961,6452,1491
-993,9052,8059
2380,-3500,-1120
3876,-5828,-1952
-1286,-7020,-8306
-4585,8699,4114
-4768,-6938,-11706
3136,7205,10341
-1559,-4896,-6455
8813,1798,10611
6003,-3679,2324
3539,8387,11926
-2128,-1865,-3993
-291,1226,935
7567,2491,10058
2239,6076,8315
-6033,-3618,-9651
7464,6176,13640
-8469,8014,-455
-4745,4632,-113
-1098,-1091,-2189
-8002,-5016,-13018
-7088,3014,-4074
9715,-6938,2777
-1396,6268,4872
2861,299,3160
-7044,-2506,-9550
-3508,-2407,-5915
-8964,-5280,-14244
1963,8671,10634
-9659,-9139,-18798
-2497,-720,-3217
-9098,-367,-9465
-396,1195,799
-2061,-3084,-5145
-7116,-227,-7343
-5239,-810,-6049
-9350,1497,-7853
-779,-9539,-10318
-7538,6456,-1082
-5062,6438,1376
-2848,-1860,-4708
-1022,3981,2959
-4745,-7656,-12401
-5094,6478,1384
-6211,7247,1036
-4677,1595,-3082
761,-5358,-4597
-3519,-3819,-7338
3038,-9955,-6917
6749,-2191,4558
2376,-1709,667
-8560,-7484,-16044
163,-6307,-6144
-3128,8355,5227
7085,-9729,-2644
7922,7673,15595
-6920,-4792,-11712
8013,9100,17113
-3705,-5550,-9255
-1250,6135,4885
-3592,9291,5699
-5859,9010,3151
-1950,-1208,-3158
580,-2338,-1758
-8457,1579,-6878
-7189,-9934,-17123
-765,1835,1070
983,842,1825
4019,4327,8346
7144,-6175,969
-4377,8075,3698
689,403,1092
-1459,9671,8212
-3570,-484,-4054
8701,-4911,3790
2752,-2449,303
4897,-813,4084
-9590,-8601,-18191
-7775,-5842,-13617
5280,-7120,-1840
3330,-9633,-6303
6380,8125,14505
-1796,-4673,-6469
2322,2900,5222
5043,263,5306
-719,6140,5421
1288,-7818,-6530
-5641,9855,4214
-7459,-8223,-15682
5151,-9136,-3985
5126,-5513,-387
9737,-1107,8630
-9179,-3106,-12285
1205,394,1599
-8651,1811,-6840
9620,-9612,8
-2576,6394,3818
7453,8007,15460
-9468,-6398,-15866
4629,-7551,-2922
-263,2807,2544
-7229,-8513,-15742
5137,-1918,3219
-2561,-9928,-12489
-855,-8737,-9592
-5494,5174,-320
8485,-1781,6704
3119,6762,9881
3895,4715,8610
-9086,5174,-3912
3,2799,2802
-9916,6431,-3485
1236,7931,9167
-1372,-5829,-7201
3563,-9926,-6363
-445,4700,4255
2540,-8404,-5864
-6000,8862,2862
1189,9381,10570
689,-4759,-4070
4549,-3923,626
5873,753,6626
558,-172,386
-3828,-9010,-12838
8711,-2769,5942
-847,9748,8901
9463,-9910,-447
-8277,-1655,-9932
5807,-8899,-3092
-3918,6302,2384
-9902,-2474,-12376
-6791,-9437,-16228
5622,9879,15501
8384,9098,17482
-8309,7875,-434
-2493,3395,902
4605,-1871,2734
9027,-3041,5986
-9115,-5832,-14947
-4335,-7199,-11534
-5764,7440,1676
-7886,-6227,-14113
6704,-8156,-1452
-9500,-5155,-14655
-3624,-7077,-10701
4341,5218,9559
8785,-5414,3371
-1050,4032,2982
-5117,-6901,-12018
-1048,-6547,-7595
-9727,6478,-3249
-7018,-8569,-15587
8002,3342,11344
1026,2157,3183
-5400,-8412,-13812
2930,-8936,-6006
6012,5059,11071
-6840,-1506,-8346
394,-5558,-5164
-3201,-3591,-6792
1408,-7240,-5832
-4645,1325,-3320
3663,4523,8186
4900,-8285,-3385
-4440,2527,-1913
4349,-8935,-4586
3483,5579,9062
-7926,7066,-860
8492,-1446,7046
-1941,-9832,-11773
-176,-7963,-8139
7146,8994,16140
9404,3368,12772
3916,-6420,-2504
7316,-18,7298
-6016,-891,-6907
-1228,-9343,-10571
4566,9400,13966
-6894,1322,-5572
-8509,7251,-1258
9623,2930,12553
6798,4977,11775
8701,-6375,2326
-7406,8558,1152
7041,4741,11782
2312,2453,4765
5478,-2272,3206
-8755,3760,-4995
-5018,-2626,-7644
8491,-6454,2037
2669,6365,9034
4284,5056,9340
-1914,5307,3393
1644,1099,2743
-2915,-6129,-9044
2559,3521,6080
7712,7745,15457
-3586,-7754,-11340
-6948,-5839,-12787
-6651,3604,-3047
-2215,-5425,-7640
-8479,-989,-9468
471,-4267,-3796
7152,7611,14763
-3094,-7770,-10864
-1798,-4120,-5918
239,4671,4910
1996,-638,1358
-7776,1005,-6771
2725,-4956,-2231
4678,-2160,2518
5610,4916,10526
-1942,-8528,-10470
822,2966,3788
-5639,2782,-2857
-9824,1498,-8326
-3759,2596,-1163
9123,-5188,3935
-1964,699,-1265
-791,4660,3869
7540,-4779,2761
-2352,-7286,-9638
-3604,5561,1957
3713,8666,12379
-6079,4274,-1805
-4602,-2551,-7153
8082,7168,15250
-3054,8474,5420
-4556,-8674,-13230
-6464,3594,-2870
-3853,-481,-4334
-6767,1849,-4918
-6291,3500,-2791
-1777,5561,3784
7915,-9820,-1905
-4457,508,-3949
-2654,1220,-1434
4220,5429,9649
5536,-6709,-1173
4476,-4447,29
6602,-6530,72
2631,7354,9985
-5329,-773,-6102
-9510,-964,-10474
7299,8657,15956
252,2715,2967
8963,-3370,5593
2907,5221,8128
-288,1159,871
537,-1540,-1003
-7784,-9481,-17265
3315,9300,12615
-225,97,-128
1969,8694,10663
8827,-1022,7805
-7663,-6498,-14161
-2812,-1086,-3898
2742,7213,9955
-9482,3906,-5576
6198,-6065,133
-9623,8520,-1103
-3533,282,-3251
8251,1211,9462
3444,-2894,550
-5985,-9634,-15619
8628,922,9550
5551,3831,9382
-9023,3107,-5916
-1245,504,-741
-330,-9867,-10197
6336,-3831,2505
-2831,-3802,-6633
-9508,5548,-3960
2506,8068,10574
-5537,-3849,-9386
9171,5835,15006
-5522,2813,-2709
2176,3472,5648
-1455,-9218,-10673
8645,-665,7980
-1829,-7874,-9703
-367,-7622,-7989
7594,-3761,3833
9977,-2249,7728
7924,-5500,2424
-659,-3998,-4657
-9225,-1805,-11030
9103,-3245,5858
9511,-8185,1326
7953,-8941,-988
310,8914,9224
5725,5988,11713
2836,-4478,-1642
7556,-8496,-940
6154,-2777,3377
7625,6923,14548
-2337,2166,-171
294,8052,8346
-8707,-3790,-12497
7356,-3453,3903
6183,9450,15633
6385,-1801,4584
5678,-7927,-2249
8634,78,8712
2285,4905,7190
458,4902,5360
-5108,-5570,-10678
-1390,7245,5855
-9596,2790,-6806
-3480,-7204,-10684
-2588,-8436,-11024
-2231,-5419,-7650
4965,3113,8078
-4230,4826,596
-3734,-5918,-9652
8780,-1462,7318
-3289,9553,6264
1229,-4296,-3067
2248,-6279,-4031
-3309,-1036,-4345
6387,-3533,2854
7441,2996,10437
-7949,-7619,-15568
6049,2785,8834
491,7977,8468
3598,6017,9615
9998,-5439,4559
-6123,-8307,-14430
1800,-2436,-636
9968,5178,15146
-165,5909,5744
5883,-5582,301
7223,8475,15698
-8021,3272,-4749
-2898,-948,-3846
-8452,9116,664
1773,-3612,-1839
-6167,5104,-1063
5818,9340,15158
-3780,-6122,-9902
-2202,3880,1678
-3609,-1674,-5283
-8634,7426,-1208
-7177,-4389,-11566
-8521,5532,-2989
-3724,3948,224
7614,1798,9412
-7137,-8019,-15156
517,3571,4088
5182,-2266,2916
7772,4547,12319
-5245,2753,-2492
7774,7013,14787
-1034,-7625,-8659
7779,-5090,2689
-5464,-5330,-10794
-5703,9603,3900
-4783,-4191,-8974
-8971,-2802,-11773
-1173,8473,7300
-6203,1229,-4974
5265,-7698,-2433
1176,8903,10079
-9989,-8742,-18731
-971,1476,505
-5963,-707,-6670
6489,-5633,856
-742,305,-437
8988,1132,10120
-8289,5564,-2725
5208,5288,10496
3708,457,4165
4841,-5985,-1144
-4264,6529,2265
8149,-1761,6388
7834,5443,13277
6118,3636,9754
-5643,-3210,-8853
-3722,-9750,-13472
-6342,-6871,-13213
-833,8069,7236
7502,2301,9803
-2408,207,-2201
-1401,-5771,-7172
-4684,-9259,-13943
5373,-8521,-3148
-4596,3674,-922
6712,3795,10507
-7139,7776,637
-646,8722,8076
-2261,-2152,-4413
6977,-9333,-2356
-5020,4093,-927
3191,4048,7239
-246,948,702
6142,-3376,2766
7177,5493,12670
2617,9534,12151
3518,4973,8491
-9302,-8504,-17806
-4388,-652,-5040
-9171,-9828,-18999
-6218,-4564,-10782
-7414,-425,-7839
8380,-2632,5748
-1683,-6659,-8342
244,-8792,-8548
-1565,7102,5537
-9254,9353,99
-8470,-7031,-15501
-7973,5694,-2279
-403,-9922,-10325
6791,4597,11388
2193,-6657,-4464
-6860,5886,-974
-5634,-7885,-13519
-3059,4591,1532
4581,3113,7694
-9299,-2200,-11499
4912,2093,7005
9688,2165,11853
220,-2657,-2437
2974,-2194,780
-2125,-4426,-6551
8805,-315,8490
8873,8468,17341
-7432,7587,155
-9999,4939,-5060
3317,-9206,-5889
-8092,5035,-3057
-2765,-3767,-6532
-9701,-6250,-15951
-1285,2609,1324
3906,1123,5029
3295,-1113,2182
7923,521,8444
1740,9005,10745
4266,-8122,-3856
-3882,5087,1205
-966,-7098,-8064
-3635,7595,3960
-2658,-1532,-4190
-225,6780,6555
-9821,-3694,-13515
-416,-92,-508
3399,6003,9402
-3345,5492,2147
-3394,-9911,-13305
9501,9079,18580
-7521,9160,1639
4623,-5474,-851
-7518,5072,-2446
494,677,1171
-4722,3020,-1702
-9621,9531,-90
7403,-1499,5904
-2296,2294,-2
-9133,9366,233
-6997,-9219,-16216
373,-8367,-7994
3063,5999,9062
-4846,-5173,-10019
791,3653,4444
4355,3742,8097
-4515,-9767,-14282
4788,7494,12282
9168,3137,12305
8287,-4904,3383
-6965,2704,-4261
633,-1545,-912
1472,-6099,-4627
-6866,-4593,-11459
4439,5029,9468
-1718,1498,-220
-1038,-1396,-2434
8071,8950,17021
5064,2021,7085
7643,7730,15373
-3874,536,-3338
6070,693,6763
3693,-5453,-1760
743,-5560,-4817
3270,5492,8762
4587,6438,11025
-7816,-3324,-11140
2668,9300,11968
-5664,2920,-2744
-1547,1884,337
453,-9526,-9073
-5887,5717,-170
-7937,9788,1851
-7134,5382,-1752
6115,-4135,1980
-4537,-3254,-7791
-2990,3538,548
-1084,5976,4892
4790,-8353,-3563
1997,765,2762
4025,-1111,2914
2667,-7867,-5200
9484,-7101,2383
2589,7472,10061
3716,-9000,-5284
-3796,5373,1577
6641,-7086,-445
9027,6501,15528
221,-7472,-7251
-3542,2199,-1343
2618,-9460,-6842
2881,-7401,-4520
-7713,6398,-1315
9138,1824,10962
2644,-5581,-2937
1815,261,2076
-4039,-7744,-11783
5419,-8260,-2841
9529,5343,14872
8673,-8504,169
4854,3837,8691
3382,-5946,-2564
-5787,-8191,-13978
-8392,3168,-5224
7834,8123,15957
-9600,9996,396
956,6487,7443
-3184,4717,1533
1579,-833,746
1282,-2944,-1662
2999,485,3484
-8792,9143,351
3560,-3886,-326
-2059,3374,1315
-7568,-802,-8370
-6948,-4451,-11399
-9599,-8739,-18338
5909,-1799,4110
5129,7718,12847
4503,-7033,-2530
7670,2757,10427
-8998,-1466,-10464
6822,3940,10762
-4451,-5720,-10171
-6726,1694,-5032
4261,7244,11505
6295,-5039,1256
2338,-7085,-4747
9288,-135,9153
-4601,5419,818
2195,-797,1398
-6897,-9077,-15974
-270,9833,9563
3353,-6322,-2969
-5548,5330,-218
-9916,9743,-173
7711,-3350,4361
-6171,-5103,-11274
-220,7265,7045
5531,6267,11798
7692,-373,7319
5877,3769,9646
-4424,-1953,-6377
1799,6002,7801
-6193,8659,2466
1365,-4477,-3112
9759,5762,15521
-9972,7748,-2224
-3326,-5042,-8368
3967,-7180,-3213
1049,-1535,-486
7654,-7322,332
2001,6859,8860
-7679,322,-7357
-1742,6613,4871
6679,-1774,4905
775,983,1758
5537,-9260,-3723
3807,3313,7120
3747,-2740,1007
69,9515,9584
348,2252,2600
-9494,-3984,-13478
-3523,-3367,-6890
2441,-9083,-6642
-6041,-7886,-13927
3227,9584,12811
6719,1030,7749
7589,1754,9343
-6221,-2294,-8515
5160,-3798,1362
1819,5390,7209
-3034,-2994,-6028
969,-6261,-5292
8807,478,9285
8889,-5242,3647
4802,7819,12621
-5692,-2414,-8106
795,7396,8191
-7001,-7981,-14982
-8314,7104,-1210
-6588,3611,-2977
-3334,-1949,-5283
-2554,1081,-1473
-2645,1769,-876
-5188,4028,-1160
-8012,-3463,-11475
-6304,4017,-2287
1173,9624,10797
-928,-4452,-5380
6536,7012,13548
-5601,-5963,-11564
-3377,-3310,-6687
6050,-384,5666
3701,1954,5655
-1169,5989,4820
-1004,-217,-1221
562,-9204,-8642
-9717,1595,-8122
4136,-2550,1586
-9580,6507,-3073
-1864,-6541,-8405
8851,7874,16725
-8470,6217,-2253
-74,2157,2083
-2676,7344,4668
9523,5144,14667
-4973,-3129,-8102
-2650,-6589,-9239
6237,128,6365
165,2621,2786
6751,7916,14667
1858,-8028,-6170
-2984,-7957,-10941
-4670,-234,-4904
-590,4674,4084
6414,2635,9049
-9588,353,-9235
2625,7513,10138
6997,5250,12247
6291,1333,7624
-1689,-7692,-9381
3840,9411,13251
2873,-7036,-4163
1334,1427,2761
-5763,7959,2196
-357,-7012,-7369
-6653,-3078,-9731
3187,-5009,-1822
-4979,-7687,-12666
2149,6991,9140
-8359,-8260,-16619
2672,-3354,-682
5447,2290,7737
8497,5330,13827
4062,2607,6669
3851,2245,6096
4923,9217,14140
-1572,-6536,-8108
9672,3268,12940
-6221,5993,-228
9219,8884,18103
-3641,-7877,-11518
7130,-4553,2577
-9263,-2478,-11741
5069,5874,10943
-5083,-6723,-11806
3308,-7948,-4640
-6205,-2609,-8814
-6204,9975,3771
1949,-9132,-7183
-162,-2170,-2332
5655,-4073,1582
1397,9668,11065
8898,-4826,4072
7585,-9569,-1984
-8016,-3937,-11953
6932,4436,11368
-7913,4887,-3026
5458,-506,4952
-5493,2923,-2570
6742,9224,15966
-9935,-6006,-15941
5733,8545,14278
-3079,-788,-3867
-5698,-6426,-12124
-2194,-7996,-10190
-110,-9224,-9334
-9815,-4281,-14096
-6267,-646,-6913
138,-5894,-5756
-6225,2856,-3369
8219,-518,7701
3750,-8145,-4395
8593,-2834,5759
2403,-1249,1154
2790,-3668,-878
2888,4198,7086
-3187,-8869,-12056
1094,-9678,-8584
847,1267,2114
3143,3885,7028
1058,1868,2926
9780,2031,11811
-952,9716,8764
8892,-69,8823
857,7200,8057
9968,5789,15757
-1077,8661,7584
6507,-3538,2969
-5895,624,-5271
-6760,9862,3102
-6033,-6201,-12234
6078,-2219,3859
8879,9471,18350
-8453,8522,69
-4680,-8063,-12743
-6931,-8716,-15647
6042,2215,8257
2549,3023,5572
-7190,-5212,-12402
1808,7030,8838
1340,-5691,-4351
7362,2724,10086
-7434,-1488,-8922
7467,2071,9538
-6586,-6765,-13351
-2449,-8977,-11426
-633,-3135,-3768
1121,2138,3259
3613,-755,2858
2136,-6764,-4628
-5265,590,-4675
806,7453,8259
-8067,5577,-2490
3528,6668,10196
9671,-8111,1560
-8501,-6073,-14574
9460,-6286,3174
6296,6947,13243
-5807,-1525,-7332
-6681,-3035,-9716
3241,-3525,-284
-3305,-8009,-11314
-8306,-8035,-16341
3306,-1983,1323
5466,-4671,795
4599,8527,13126
9135,1642,10777
2079,-5552,-3473
-3613,3262,-351
5175,4793,9968
-2031,-4525,-6556
-5008,-5952,-10960
3199,-8028,-4829
1213,9156,10369
2803,5039,7842
8848,-6196,2652
-1461,-6405,-7866
2423,1202,3625
4120,-7061,-2941
3857,256,4113
-8651,-908,-9559
-5217,3032,-2185
4459,5254,9713
7898,3138,11036
-1461,4355,2894
-7297,-8274,-15571
5277,-8007,-2730
-99,1036,937
4466,-6695,-2229
8799,-2174,6625
6457,-4679,1778
5905,5440,11345
-1713,-9701,-11414
-2891,276,-2615
4655,-9153,-4498
-2593,6473,3880
4932,195,5127
-5431,-4450,-9881
-5471,3751,-1720
8851,9511,18362
-2074,-4619,-6693
5750,9634,15384
-3680,-4398,-8078
-2407,6580,4173
9877,5230,15107
-1922,5849,3927
1323,-5671,-4348
6522,7617,14139
2952,-8108,-5156
2786,-8556,-5770
8971,6634,15605
-8255,2882,-5373
-44,-5533,-5577
411,-2650,-2239
9004,5456,14460
1968,-5024,-3056
-222,-5809,-6031
-9696,-2838,-12534
-1222,2545,1323
3205,-6200,-2995
2530,-6679,-4149
-8435,-4444,-12879
8807,-1433,7374
-9777,-3473,-13250
-1906,3089,1183
6567,-4734,1833
-6630,-2960,-9590
-7107,1330,-5777
-1693,-7812,-9505
-8642,-290,-8932
-4999,3877,-1122
-5401,5105,-296
-584,-6087,-6671
-7483,8671,1188
9793,-4223,5570
299,9783,10082
-9815,4234,-5581
6054,-3225,2829
-620,6937,6317
-6591,5367,-1224
4094,-8877,-4783
-9942,-8543,-18485
-1362,9190,7828
126,2752,2878
6360,6769,13129
-4432,-2232,-6664
-9100,-9303,-18403
9364,2063,11427
5926,4308,10234
6208,2878,9086
303,-7081,-6778
2732,1314,4046
-8440,-1846,-10286
-4556,-326,-4882
404,6858,7262
-8565,75,-8490
-2856,568,-2288
-4572,7217,2645
5228,4406,9634
2604,-6757,-4153
7344,3318,10662
1863,-730,1133
-1569,-6967,-8536
-6128,-1215,-7343
-4394,-2329,-6723
7297,1123,8420
-4139,-9934,-14073
-2505,9584,7079
8908,-8234,674
2132,4711,6843
-8923,1307,-7616
3251,4881,8132
4052,-416,3636
-1829,-3849,-5678
-2666,-2412,-5078
-8574,-6734,-15308
-8619,-4345,-12964
1569,-9893,-8324
-7304,6503,-801
-8295,6914,-1381
-7480,-7064,-14544
3594,435,4029
-1399,438,-961
9761,2534,12295
6835,8544,15379
8391,-9499,-1108
-1667,786,-881
4148,-9299,-5151
-2326,9764,7438
3192,6751,9943
-4608,8455,3847
-5198,-5438,-10636
-7894,6393,-1501
-5887,-2455,-8342
-2982,4123,1141
-8355,-5598,-13953
-7734,2074,-5660
-3434,985,-2449
6915,-8802,-1887
-1563,9959,8396
7588,9811,17399
-1175,-7597,-8772
-277,-2966,-3243
-657,8339,7682
-6620,-250,-6870
-8749,-761,-9510
9192,7152,16344
6849,5068,11917
5801,-4871,930
882,558,1440
-4233,4441,208
-3502,7001,3499
8636,9154,17790
-8987,-300,-9287
-8055,-1835,-9890
3651,-5648,-1997
-876,8207,7331
-5056,64,-4992
8657,4430,13087
4581,-298,4283
-4834,-3452,-8286
972,8713,9685
-7223,-7947,-15170
-3790,8108,4318
-2743,-5956,-8699
6521,-2066,4455
-3537,8043,4506
8293,-4535,3758
-6170,-6078,-12248
-4780,2385,-2395
-3122,-4207,-7329
8733,3152,11885
-8077,1266,-6811
2355,-904,1451
-338,4889,4551
-8871,230,-8641
1031,-918,113
8848,6275,15123
-4485,5230,745
-7224,-6153,-13377
4899,-955,3944
7029,8947,15976
-1725,-9728,-11453
-7234,9815,2581
7598,6927,14525
-5793,-273,-6066
6843,9952,16795
7121,8565,15686
8716,-3876,4840
-1975,8825,6850
-24,2772,2748
-2741,-5737,-8478
1120,-1969,-849
-6753,5868,-885
-4582,-3208,-7790
1773,4444,6217
-6167,9988,3821
682,-6475,-5793
-3761,3538,-223
6715,-8660,-1945
393,-6007,-5614
-8428,3093,-5335
-7141,-7551,-14692
7816,6244,14060
4338,-7442,-3104
-2100,-9868,-11968
3043,3367,6410
6194,-8362,-2168
8518,5096,13614
-9477,6583,-2894
-1606,-4598,-6204
6396,-2448,3948
-5388,8602,3214
1577,-263,1314
-5494,-9312,-14806
1987,6738,8725
-7748,4807,-2941
2265,6776,9041
5570,3436,9006
-7283,5207,-2076
5972,7715,13687
17,1044,1061
4874,3292,8166
7255,-3314,3941
-2282,-8862,-11144
6598,-5327,1271
-2554,5997,3443
-1892,7247,5355
572,-1854,-1282
-4139,223,-3916
4055,-9270,-5215
-32,6442,6410
-9632,-515,-10147
-3553,-7187,-10740
-8340,-1313,-9653
1951,2865,4816
3231,8846,12077
5284,9764,15048
7866,-5429,2437
9137,2090,11227
-1650,-6143,-7793
2091,8640,10731
-5797,5339,-458
-3082,7715,4633
-5677,6621,944
3284,3134,6418
-751,7923,7172
6099,-7202,-1103
-9880,-6944,-16824
-8455,7559,-896
7847,7921,15768
4687,5458,10145
2405,6717,9122
-9964,-6932,-16896
-7854,-7099,-14953
2504,6989,9493
-3841,1244,-2597
7455,-7803,-348
9616,-3207,6409
-2886,1157,-1729
8991,-449,8542
-9388,-4574,-13962
-3032,3204,172
7420,-7416,4
-5679,2715,-2964
7498,5576,13074
4921,-3162,1759
-6447,413,-6034
9984,-510,9474
2254,-3398,-1144
2510,55,2565
5030,4375,9405
-5509,6164,655
479,-9074,-8595
-2820,-9598,-12418
-9092,-9740,-18832
8256,6514,14770
-319,-8843,-9162
-7083,1402,-5681
5120,418,5538
2944,56,3000
-5102,6202,1100
-7001,5226,-1775
3589,-4837,-1248
49,6571,6620
818,-2650,-1832
9343,7401,16744
7246,-6282,964
-6777,-3761,-10538
4391,-3825,566
5426,-2931,2495
1141,-3343,-2202
4721,-4836,-115
-4141,-8344,-12485
-8399,6082,-2317
1643,99,1742
-5961,9203,3242
8826,7402,16228
-6515,7382,867
-4395,-2991,-7386
2288,5826,8114
3696,7535,11231
-1650,-574,-2224
-7826,-6747,-14573
-4872,-7425,-12297
-3674,8124,4450
7881,-7705,176
-8137,-6257,-14394
-7514,-1917,-9431
-8152,8657,505
-5538,7565,2027
-1343,6397,5054
-5710,677,-5033
1314,7787,9101
-6265,3914,-2351
4349,-5465,-1116
-7056,-8316,-15372
9676,1798,11474
-1933,-6800,-8733
3991,-5666,-1675
1892,2903,4795
-7086,9302,2216
1729,-4963,-3234
-9322,-246,-9568
-7609,-8264,-15873
9593,6260,15853
-5049,-6767,-11816
344,-4920,-4576
8913,-7142,1771
-9804,3493,-6311
1421,-8280,-6859
9154,-1830,7324
-3013,-6659,-9672
8929,-2229,6700
2500,-9388,-6888
1476,-8520,-7044
7552,2964,10516
6281,4622,10903
7183,-9856,-2673
2953,8328,11281
5999,3015,9014
-6177,5791,-386
9117,656,9773
2817,-6252,-3435
6740,-8905,-2165
-576,-2042,-2618
2981,6677,9658
2168,890,3058
7675,-8112,-437
-4605,-590,-5195
2559,-1558,1001
-835,-6544,-7379
-3321,-4463,-7784
-4298,-3900,-8198
2063,1719,3782
-6224,-1789,-8013
4885,3328,8213
6463,-508,5955
-7525,-6163,-13688
-7602,2001,-5601
9769,1656,11425
609,-3169,-2560
-7576,9250,1674
5373,9823,15196
2307,-9772,-7465
-3594,-9192,-12786
-2780,6838,4058
1385,-5574,-4189
1256,-9444,-8188
-720,6065,5345
8066,3611,11677
-8749,8838,89
-1433,-9679,-11112
8193,-1068,7125
-1422,3822,2400
-3704,2863,-841
2312,-8087,-5775
-9397,7982,-1415
7251,-9724,-2473
9036,525,9561
-4781,8797,4016
-8097,-783,-8880
-6223,883,-5340
-6130,7770,1640
-7535,8451,916
7369,-6254,1115
-3965,-3335,-7300
7364,5206,12570
9816,4726,14542
-6264,9190,2926
-3639,-8184,-11823
-785,9168,8383
-610,-6575,-7185
2607,8218,10825
-7180,5153,-2027
5057,3777,8834
-8185,-2604,-10789
-2373,-8795,-11168
-9180,-1699,-10879
3327,-8714,-5387
4659,-836,3823
-5214,1449,-3765
-5433,-7350,-12783
-3295,265,-3030
9033,6353,15386
494,-1993,-1499
7639,2514,10153
4592,4591,9183
-4690,2296,-2394
3276,8668,11944
-9779,-5852,-15631
3211,8952,12163
-897,1419,522
1880,5675,7555
7477,-2620,4857
-7819,6321,-1498
1193,-6170,-4977
6252,-6804,-552
-6035,8005,1970
8951,-5096,3855
3881,9608,13489
9711,-9339,372
7968,-8443,-475
7153,2893,10046
-6459,-579,-7038
3527,-8353,-4826
-1599,5305,3706
7314,-3763,3551
8457,-1644,6813
-5950,4547,-1403
-5678,4189,-1489
-971,2926,1955
-9253,-953,-10206
-6383,-3005,-9388
9846,8016,17862
6867,-1364,5503
7684,-5047,2637
-6508,-657,-7165
-8106,9229,1123
3228,-9691,-6463
-5253,-8731,-13984
2981,-3773,-792
-2485,-3977,-6462
6487,-4241,2246
-5049,-4340,-9389
-8818,1566,-7252
5780,4741,10521
-9876,4325,-5551
8172,5924,14096
5139,9160,14299
-7134,-6802,-13936
-7665,1279,-6386
-5824,-5725,-11549
2117,6599,8716
282,-2741,-2459
2417,-8770,-6353
5192,-5789,-597
-4499,-1099,-5598
4396,-1604,2792
6330,-7693,-1363
903,912,1815
6537,-6334,203
-4775,-4773,-9548
-3964,5040,1076
9422,-1945,7477
-7103,-391,-7494
-1859,-2932,-4791
9802,-9619,183
2795,-3292,-497
